============================================================
连续 SAM 检测器调参
Host:                 usmidet-com-prod-com018.aptiv.com
Job ID:               33027858
Array ID:             7
Python:               .venv/bin/python
Install deps:         0
Environment:          0.030 / 0.016 / 0.08
Timesteps:            300000
Episodes:             300
Seed:                 42
Threshold:            18
Decay:                0.02
Warmup steps:         40
Cooldown steps:       160
Switch margin:        1.25
Noise variance:       0.0005
Max normalized error: 8
Start time:           2026-05-14 01:41:15
============================================================
============================================================
连续 OPS-DeMo sweep 单任务
{
  "experiment_name": "continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth18_dc0p02_wu40_cd160_mg1p25_nv0p0005_mx8_oufalse",
  "interceptor_max_speed": 0.03,
  "intruder_max_speed": 0.016,
  "collision_radius": 0.08,
  "total_timesteps": 300000,
  "seed": 42,
  "episodes": 300,
  "detector_threshold": 18.0,
  "detector_decay": 0.02,
  "sam_warmup_steps": 40,
  "sam_cooldown_steps": 160,
  "sam_switch_margin": 1.25,
  "sam_max_normalized_error": 8.0,
  "sam_noise_variance": 0.0005,
  "sam_mc_passes": null,
  "sam_sample_steps": null,
  "sam_epochs": null,
  "sam_online_updates": "false"
}
============================================================
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    time_elapsed         | 120         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.009810468 |
|    clip_fraction        | 0.0846      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.56       |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.19        |
|    n_updates            | 1030        |
|    policy_gradient_loss | -0.00646    |
|    std                  | 0.525       |
|    value_loss           | 2.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.6        |
|    ep_rew_mean          | 96.9        |
| time/                   |             |
|    fps                  | 1772        |
|    iterations           | 105         |
|    time_elapsed         | 121         |
|    total_timesteps      | 215040      |
| train/                  |             |
|    approx_kl            | 0.007347054 |
|    clip_fraction        | 0.0657      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.54       |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.68        |
|    n_updates            | 1040        |
|    policy_gradient_loss | -0.00646    |
|    std                  | 0.52        |
|    value_loss           | 1.45        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 41.1         |
|    ep_rew_mean          | 96.9         |
| time/                   |              |
|    fps                  | 1771         |
|    iterations           | 106          |
|    time_elapsed         | 122          |
|    total_timesteps      | 217088       |
| train/                  |              |
|    approx_kl            | 0.0080500655 |
|    clip_fraction        | 0.0655       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.52        |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.344        |
|    n_updates            | 1050         |
|    policy_gradient_loss | -0.00352     |
|    std                  | 0.515        |
|    value_loss           | 0.932        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.5        |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1771        |
|    iterations           | 107         |
|    time_elapsed         | 123         |
|    total_timesteps      | 219136      |
| train/                  |             |
|    approx_kl            | 0.007331251 |
|    clip_fraction        | 0.0714      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.51       |
|    explained_variance   | 0.957       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.08        |
|    n_updates            | 1060        |
|    policy_gradient_loss | -0.00697    |
|    std                  | 0.516       |
|    value_loss           | 4.2         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.9         |
|    ep_rew_mean          | 97.1         |
| time/                   |              |
|    fps                  | 1771         |
|    iterations           | 108          |
|    time_elapsed         | 124          |
|    total_timesteps      | 221184       |
| train/                  |              |
|    approx_kl            | 0.0069333483 |
|    clip_fraction        | 0.0615       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.51        |
|    explained_variance   | 0.986        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.822        |
|    n_updates            | 1070         |
|    policy_gradient_loss | -0.00492     |
|    std                  | 0.512        |
|    value_loss           | 1.47         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.8        |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 109         |
|    time_elapsed         | 126         |
|    total_timesteps      | 223232      |
| train/                  |             |
|    approx_kl            | 0.009982438 |
|    clip_fraction        | 0.0955      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.625       |
|    n_updates            | 1080        |
|    policy_gradient_loss | -0.00646    |
|    std                  | 0.509       |
|    value_loss           | 1.29        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39          |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1769        |
|    iterations           | 110         |
|    time_elapsed         | 127         |
|    total_timesteps      | 225280      |
| train/                  |             |
|    approx_kl            | 0.009409288 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.48       |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.366       |
|    n_updates            | 1090        |
|    policy_gradient_loss | -0.0086     |
|    std                  | 0.504       |
|    value_loss           | 1.01        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.8         |
|    ep_rew_mean          | 97.1         |
| time/                   |              |
|    fps                  | 1769         |
|    iterations           | 111          |
|    time_elapsed         | 128          |
|    total_timesteps      | 227328       |
| train/                  |              |
|    approx_kl            | 0.0071361563 |
|    clip_fraction        | 0.0775       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.47        |
|    explained_variance   | 0.99         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.44         |
|    n_updates            | 1100         |
|    policy_gradient_loss | -0.006       |
|    std                  | 0.503        |
|    value_loss           | 1.01         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.4        |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1769        |
|    iterations           | 112         |
|    time_elapsed         | 129         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.008261701 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.45       |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.19        |
|    n_updates            | 1110        |
|    policy_gradient_loss | -0.00676    |
|    std                  | 0.497       |
|    value_loss           | 2.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.2        |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1769        |
|    iterations           | 113         |
|    time_elapsed         | 130         |
|    total_timesteps      | 231424      |
| train/                  |             |
|    approx_kl            | 0.006283003 |
|    clip_fraction        | 0.0453      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.44       |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.61        |
|    n_updates            | 1120        |
|    policy_gradient_loss | -0.00385    |
|    std                  | 0.497       |
|    value_loss           | 2.89        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.2         |
|    ep_rew_mean          | 97           |
| time/                   |              |
|    fps                  | 1769         |
|    iterations           | 114          |
|    time_elapsed         | 131          |
|    total_timesteps      | 233472       |
| train/                  |              |
|    approx_kl            | 0.0069479365 |
|    clip_fraction        | 0.0932       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.988        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.376        |
|    n_updates            | 1130         |
|    policy_gradient_loss | -0.00514     |
|    std                  | 0.493        |
|    value_loss           | 0.996        |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 39         |
|    ep_rew_mean          | 97         |
| time/                   |            |
|    fps                  | 1769       |
|    iterations           | 115        |
|    time_elapsed         | 133        |
|    total_timesteps      | 235520     |
| train/                  |            |
|    approx_kl            | 0.00868417 |
|    clip_fraction        | 0.101      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.4       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.404      |
|    n_updates            | 1140       |
|    policy_gradient_loss | -0.0066    |
|    std                  | 0.483      |
|    value_loss           | 1.04       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.3        |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 116         |
|    time_elapsed         | 134         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.010685621 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.37       |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.569       |
|    n_updates            | 1150        |
|    policy_gradient_loss | -0.008      |
|    std                  | 0.479       |
|    value_loss           | 1.27        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39          |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1769        |
|    iterations           | 117         |
|    time_elapsed         | 135         |
|    total_timesteps      | 239616      |
| train/                  |             |
|    approx_kl            | 0.009542005 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.35       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.632       |
|    n_updates            | 1160        |
|    policy_gradient_loss | -0.00453    |
|    std                  | 0.474       |
|    value_loss           | 1.36        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.5         |
|    ep_rew_mean          | 97           |
| time/                   |              |
|    fps                  | 1769         |
|    iterations           | 118          |
|    time_elapsed         | 136          |
|    total_timesteps      | 241664       |
| train/                  |              |
|    approx_kl            | 0.0051764133 |
|    clip_fraction        | 0.0561       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | 0.974        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.06         |
|    n_updates            | 1170         |
|    policy_gradient_loss | -0.0027      |
|    std                  | 0.47         |
|    value_loss           | 2.51         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 40         |
|    ep_rew_mean          | 97         |
| time/                   |            |
|    fps                  | 1769       |
|    iterations           | 119        |
|    time_elapsed         | 137        |
|    total_timesteps      | 243712     |
| train/                  |            |
|    approx_kl            | 0.00838315 |
|    clip_fraction        | 0.093      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.32      |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.521      |
|    n_updates            | 1180       |
|    policy_gradient_loss | -0.0065    |
|    std                  | 0.465      |
|    value_loss           | 0.937      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.7        |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1769        |
|    iterations           | 120         |
|    time_elapsed         | 138         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.007045887 |
|    clip_fraction        | 0.0554      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.12        |
|    n_updates            | 1190        |
|    policy_gradient_loss | -0.0042     |
|    std                  | 0.463       |
|    value_loss           | 2.01        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.9         |
|    ep_rew_mean          | 97.1         |
| time/                   |              |
|    fps                  | 1770         |
|    iterations           | 121          |
|    time_elapsed         | 139          |
|    total_timesteps      | 247808       |
| train/                  |              |
|    approx_kl            | 0.0063267983 |
|    clip_fraction        | 0.0772       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.29        |
|    explained_variance   | 0.985        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.664        |
|    n_updates            | 1200         |
|    policy_gradient_loss | -0.00419     |
|    std                  | 0.46         |
|    value_loss           | 1.5          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.5        |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 122         |
|    time_elapsed         | 141         |
|    total_timesteps      | 249856      |
| train/                  |             |
|    approx_kl            | 0.007931149 |
|    clip_fraction        | 0.0692      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.495       |
|    n_updates            | 1210        |
|    policy_gradient_loss | -0.00336    |
|    std                  | 0.451       |
|    value_loss           | 1.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.1        |
|    ep_rew_mean          | 96.9        |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 123         |
|    time_elapsed         | 142         |
|    total_timesteps      | 251904      |
| train/                  |             |
|    approx_kl            | 0.006772865 |
|    clip_fraction        | 0.0743      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.451       |
|    n_updates            | 1220        |
|    policy_gradient_loss | -0.00445    |
|    std                  | 0.446       |
|    value_loss           | 1.06        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40          |
|    ep_rew_mean          | 96.9        |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 124         |
|    time_elapsed         | 143         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.008019522 |
|    clip_fraction        | 0.0856      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.22       |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.74        |
|    n_updates            | 1230        |
|    policy_gradient_loss | -0.00683    |
|    std                  | 0.443       |
|    value_loss           | 1.97        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.2        |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 125         |
|    time_elapsed         | 144         |
|    total_timesteps      | 256000      |
| train/                  |             |
|    approx_kl            | 0.007514162 |
|    clip_fraction        | 0.0766      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.539       |
|    n_updates            | 1240        |
|    policy_gradient_loss | -0.00532    |
|    std                  | 0.441       |
|    value_loss           | 1.18        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40          |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 126         |
|    time_elapsed         | 145         |
|    total_timesteps      | 258048      |
| train/                  |             |
|    approx_kl            | 0.008643623 |
|    clip_fraction        | 0.0773      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.965       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.74        |
|    n_updates            | 1250        |
|    policy_gradient_loss | -0.00691    |
|    std                  | 0.439       |
|    value_loss           | 3.25        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.7        |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 127         |
|    time_elapsed         | 146         |
|    total_timesteps      | 260096      |
| train/                  |             |
|    approx_kl            | 0.006236803 |
|    clip_fraction        | 0.0727      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.37        |
|    n_updates            | 1260        |
|    policy_gradient_loss | -0.00495    |
|    std                  | 0.437       |
|    value_loss           | 2.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.2        |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1771        |
|    iterations           | 128         |
|    time_elapsed         | 148         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.005755173 |
|    clip_fraction        | 0.0555      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.71        |
|    n_updates            | 1270        |
|    policy_gradient_loss | -0.00355    |
|    std                  | 0.435       |
|    value_loss           | 1.59        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.7        |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1771        |
|    iterations           | 129         |
|    time_elapsed         | 149         |
|    total_timesteps      | 264192      |
| train/                  |             |
|    approx_kl            | 0.008520436 |
|    clip_fraction        | 0.0692      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.518       |
|    n_updates            | 1280        |
|    policy_gradient_loss | -0.00471    |
|    std                  | 0.432       |
|    value_loss           | 1.32        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.3         |
|    ep_rew_mean          | 96.9         |
| time/                   |              |
|    fps                  | 1771         |
|    iterations           | 130          |
|    time_elapsed         | 150          |
|    total_timesteps      | 266240       |
| train/                  |              |
|    approx_kl            | 0.0072835158 |
|    clip_fraction        | 0.0897       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.983        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.814        |
|    n_updates            | 1290         |
|    policy_gradient_loss | -0.00466     |
|    std                  | 0.432        |
|    value_loss           | 1.64         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39           |
|    ep_rew_mean          | 97           |
| time/                   |              |
|    fps                  | 1771         |
|    iterations           | 131          |
|    time_elapsed         | 151          |
|    total_timesteps      | 268288       |
| train/                  |              |
|    approx_kl            | 0.0071210647 |
|    clip_fraction        | 0.0679       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.15        |
|    explained_variance   | 0.989        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.452        |
|    n_updates            | 1300         |
|    policy_gradient_loss | -0.0041      |
|    std                  | 0.43         |
|    value_loss           | 1.1          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.9         |
|    ep_rew_mean          | 96.9         |
| time/                   |              |
|    fps                  | 1771         |
|    iterations           | 132          |
|    time_elapsed         | 152          |
|    total_timesteps      | 270336       |
| train/                  |              |
|    approx_kl            | 0.0063249273 |
|    clip_fraction        | 0.0768       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.975        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.833        |
|    n_updates            | 1310         |
|    policy_gradient_loss | -0.00327     |
|    std                  | 0.427        |
|    value_loss           | 2.07         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.6         |
|    ep_rew_mean          | 97           |
| time/                   |              |
|    fps                  | 1771         |
|    iterations           | 133          |
|    time_elapsed         | 153          |
|    total_timesteps      | 272384       |
| train/                  |              |
|    approx_kl            | 0.0071594706 |
|    clip_fraction        | 0.0874       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.972        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.11         |
|    n_updates            | 1320         |
|    policy_gradient_loss | -0.00732     |
|    std                  | 0.428        |
|    value_loss           | 2.91         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.9        |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1771        |
|    iterations           | 134         |
|    time_elapsed         | 154         |
|    total_timesteps      | 274432      |
| train/                  |             |
|    approx_kl            | 0.009837101 |
|    clip_fraction        | 0.0888      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.719       |
|    n_updates            | 1330        |
|    policy_gradient_loss | -0.00749    |
|    std                  | 0.425       |
|    value_loss           | 1.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39          |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 135         |
|    time_elapsed         | 156         |
|    total_timesteps      | 276480      |
| train/                  |             |
|    approx_kl            | 0.006410061 |
|    clip_fraction        | 0.0706      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.566       |
|    n_updates            | 1340        |
|    policy_gradient_loss | -0.00299    |
|    std                  | 0.424       |
|    value_loss           | 1.68        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.8         |
|    ep_rew_mean          | 97           |
| time/                   |              |
|    fps                  | 1770         |
|    iterations           | 136          |
|    time_elapsed         | 157          |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0059913257 |
|    clip_fraction        | 0.0686       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.12        |
|    explained_variance   | 0.975        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.02         |
|    n_updates            | 1350         |
|    policy_gradient_loss | -0.00257     |
|    std                  | 0.422        |
|    value_loss           | 2.46         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.7        |
|    ep_rew_mean          | 97.2        |
| time/                   |             |
|    fps                  | 1770        |
|    iterations           | 137         |
|    time_elapsed         | 158         |
|    total_timesteps      | 280576      |
| train/                  |             |
|    approx_kl            | 0.008154429 |
|    clip_fraction        | 0.071       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.08        |
|    n_updates            | 1360        |
|    policy_gradient_loss | -0.00187    |
|    std                  | 0.42        |
|    value_loss           | 2.88        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 38         |
|    ep_rew_mean          | 97.2       |
| time/                   |            |
|    fps                  | 1770       |
|    iterations           | 138        |
|    time_elapsed         | 159        |
|    total_timesteps      | 282624     |
| train/                  |            |
|    approx_kl            | 0.00497423 |
|    clip_fraction        | 0.0907     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.1       |
|    explained_variance   | 0.978      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.977      |
|    n_updates            | 1370       |
|    policy_gradient_loss | -0.00647   |
|    std                  | 0.42       |
|    value_loss           | 1.94       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 40.1         |
|    ep_rew_mean          | 97.1         |
| time/                   |              |
|    fps                  | 1770         |
|    iterations           | 139          |
|    time_elapsed         | 160          |
|    total_timesteps      | 284672       |
| train/                  |              |
|    approx_kl            | 0.0065865796 |
|    clip_fraction        | 0.0814       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.972        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.955        |
|    n_updates            | 1380         |
|    policy_gradient_loss | -0.00548     |
|    std                  | 0.418        |
|    value_loss           | 2.64         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 40           |
|    ep_rew_mean          | 97.1         |
| time/                   |              |
|    fps                  | 1769         |
|    iterations           | 140          |
|    time_elapsed         | 162          |
|    total_timesteps      | 286720       |
| train/                  |              |
|    approx_kl            | 0.0063506085 |
|    clip_fraction        | 0.0646       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.09        |
|    explained_variance   | 0.954        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.28         |
|    n_updates            | 1390         |
|    policy_gradient_loss | -0.00529     |
|    std                  | 0.418        |
|    value_loss           | 4.51         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.7         |
|    ep_rew_mean          | 97.2         |
| time/                   |              |
|    fps                  | 1769         |
|    iterations           | 141          |
|    time_elapsed         | 163          |
|    total_timesteps      | 288768       |
| train/                  |              |
|    approx_kl            | 0.0064869886 |
|    clip_fraction        | 0.0589       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.98         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.78         |
|    n_updates            | 1400         |
|    policy_gradient_loss | -0.00479     |
|    std                  | 0.421        |
|    value_loss           | 1.8          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.8         |
|    ep_rew_mean          | 97.2         |
| time/                   |              |
|    fps                  | 1768         |
|    iterations           | 142          |
|    time_elapsed         | 164          |
|    total_timesteps      | 290816       |
| train/                  |              |
|    approx_kl            | 0.0060451524 |
|    clip_fraction        | 0.0635       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.11        |
|    explained_variance   | 0.977        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.757        |
|    n_updates            | 1410         |
|    policy_gradient_loss | -0.00313     |
|    std                  | 0.421        |
|    value_loss           | 1.96         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.1        |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1768        |
|    iterations           | 143         |
|    time_elapsed         | 165         |
|    total_timesteps      | 292864      |
| train/                  |             |
|    approx_kl            | 0.008190339 |
|    clip_fraction        | 0.086       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.661       |
|    n_updates            | 1420        |
|    policy_gradient_loss | -0.00593    |
|    std                  | 0.42        |
|    value_loss           | 2.39        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.9         |
|    ep_rew_mean          | 97.1         |
| time/                   |              |
|    fps                  | 1768         |
|    iterations           | 144          |
|    time_elapsed         | 166          |
|    total_timesteps      | 294912       |
| train/                  |              |
|    approx_kl            | 0.0067498256 |
|    clip_fraction        | 0.0636       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.09        |
|    explained_variance   | 0.977        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.05         |
|    n_updates            | 1430         |
|    policy_gradient_loss | -0.00305     |
|    std                  | 0.417        |
|    value_loss           | 2.18         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.3        |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1768        |
|    iterations           | 145         |
|    time_elapsed         | 167         |
|    total_timesteps      | 296960      |
| train/                  |             |
|    approx_kl            | 0.008007266 |
|    clip_fraction        | 0.0934      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.13        |
|    n_updates            | 1440        |
|    policy_gradient_loss | -0.00797    |
|    std                  | 0.418       |
|    value_loss           | 2.42        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 40.3       |
|    ep_rew_mean          | 97         |
| time/                   |            |
|    fps                  | 1768       |
|    iterations           | 146        |
|    time_elapsed         | 169        |
|    total_timesteps      | 299008     |
| train/                  |            |
|    approx_kl            | 0.00758347 |
|    clip_fraction        | 0.0674     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.09      |
|    explained_variance   | 0.976      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.37       |
